Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method
30.0,Male,Backpack,25.67796141128735,Virginia,M,Brown,Winter,4.0,Standard,No,0,PayPal
44.0,Female,Socks,19.633355258455133,West Virginia,M,Burnt orange,Winter,4.0,Standard,No,19,PayPal
47.0,Male,T-shirt,37.51828348295888,Delaware,L,Periwinkle,Summer,5.0,Standard,No,1,PayPal
31.0,Female,Socks,17.56493108416929,Pennsylvania,S,Terra cotta,Winter,4.0,Standard,No,9,PayPal
53.0,Male,Scarf,26.39209047596801,South Dakota,M,Brick red,Fall,4.0,Next Day Air,No,2,PayPal
50.0,Male,Sunglasses,25.57868091905255,Alaska,M,White,Summer,4.0,Express,No,1,PayPal
19.0,Male,Shorts,35.0736918036462,Illinois,S,Pale peach,Spring,5.0,Standard,No,14,PayPal
33.0,Male,Gloves,29.80518006569209,North Carolina,M,Brick red,Fall,1.0,Standard,No,11,PayPal
45.0,Female,Socks,33.735355048017084,Utah,M,Aubergine,Winter,4.0,Standard,No,3,PayPal
32.0,Female,Gloves,24.71685074211512,Utah,M,Mauve,Winter,4.0,Standard,No,15,PayPal
47.0,Female,Running Shoes,40.13523089758265,South Carolina,M,Baby blue,Spring,4.0,Standard,No,7,PayPal
23.0,Male,Dress,23.689102817712488,Georgia,L,Lemon yellow,Summer,4.0,Standard,No,20,PayPal
28.0,Male,T-shirt,28.10589982253462,Kentucky,XL,Fuchsia,Spring,5.0,Standard,No,3,PayPal
21.0,Female,T-shirt,36.9286105753128,Iowa,M,Pale peach,Summer,2.0,Standard,No,0,PayPal
40.0,Female,Handbag,27.396968271010085,Virginia,M,Periwinkle,Summer,4.0,Standard,No,8,PayPal
31.0,Female,Gloves,25.40873954896967,Missouri,L,Burnt orange,Winter,4.0,Standard,No,10,PayPal
50.0,Non-binary,Shorts,22.447163791462167,New Mexico,M,Pale peach,Spring,5.0,Standard,No,6,PayPal
39.0,Female,Leggings,31.528637628351312,New Hampshire,L,Brick red,Winter,4.0,Standard,No,20,PayPal
62.0,Female,Backpack,26.271783070838985,Massachusetts,S,Brick red,Fall,5.0,Express,No,0,PayPal
19.0,Male,Sunglasses,28.25010935437327,Maine,L,Fuchsia,Summer,4.0,Standard,No,20,PayPal
42.0,Male,Socks,37.37404118314812,Kansas,M,Terra cotta,Winter,4.0,Standard,No,18,PayPal
40.0,Female,Gloves,25.90944050018749,Michigan,M,Black,Winter,4.0,Standard,No,1,PayPal
25.0,Female,Sunglasses,36.52870600933802,Alaska,L,Pale peach,Summer,4.0,Standard,No,13,PayPal
34.0,Female,Leggings,34.42914354354309,Maryland,M,Mauve,Winter,2.0,Express,No,20,PayPal
24.0,Female,Sweater,25.77325998164182,Texas,L,Brown,Winter,5.0,Standard,No,2,PayPal
18.0,Male,T-shirt,25.942125997564595,Delaware,M,Lavender,Spring,5.0,Standard,No,9,PayPal
27.0,Male,Jacket,29.805062693678824,Rhode Island,M,Black,Fall,2.0,Next Day Air,No,16,PayPal
29.0,Male,Backpack,28.43482733959728,Arizona,S,Black,Winter,4.0,Express,No,2,PayPal
34.0,Female,Boots,30.313908868216306,Virginia,M,Aubergine,Fall,4.0,Standard,No,6,PayPal
32.0,Male,Sweater,21.44257595848901,Louisiana,L,Muted mustard yellow,Fall,2.0,Standard,No,2,PayPal
48.0,Male,Boots,29.28771245869964,Tennessee,M,Brick red,Winter,4.0,Standard,No,4,PayPal
36.0,Male,Gloves,36.66722452463268,Vermont,M,Burnt orange,Winter,5.0,Standard,No,7,PayPal
36.0,Female,Dress,42.117970283050624,Kentucky,L,Brick red,Summer,4.0,Standard,No,2,PayPal
47.0,Male,Handbag,23.101539499536987,Ohio,M,Brown,Fall,4.0,Standard,No,1,PayPal
33.0,Female,Running Shoes,40.74531747962445,Wisconsin,S,Baby blue,Spring,4.0,Standard,No,1,PayPal
53.0,Male,Pajamas,31.59064167356136,Ohio,L,Black,Winter,1.0,Standard,No,9,PayPal
38.0,Female,Shorts,27.230492807227364,South Dakota,S,Periwinkle,Summer,4.0,Standard,No,12,PayPal
56.0,Male,Shorts,36.50903917845525,Wisconsin,M,Fuchsia,Spring,5.0,Standard,No,9,PayPal
58.0,Female,Running Shoes,35.360346083009205,Delaware,XL,Turquoise,Spring,4.0,Standard,No,20,PayPal
40.0,Female,Shorts,20.718501321500277,New York,S,Lemon yellow,Summer,4.0,Next Day Air,No,20,PayPal
25.0,Male,Gloves,27.992331122146865,New Mexico,XL,Brown,Winter,4.0,Standard,No,3,PayPal
18.0,Male,Dress,36.15216582352559,Pennsylvania,M,Fuchsia,Summer,5.0,Standard,No,2,PayPal
45.0,Female,Sweater,27.41504951884521,Oklahoma,L,Mauve,Winter,5.0,Standard,No,1,PayPal
29.0,Female,Socks,33.36968908435561,Georgia,M,Muted mustard yellow,Fall,5.0,Next Day Air,No,8,PayPal
27.0,Male,Leggings,20.98979673833701,Kansas,L,Ruby Red,Winter,5.0,Standard,No,2,PayPal
32.0,Female,Running Shoes,34.709509573786164,Florida,S,Lavender,Summer,5.0,Standard,No,11,PayPal
19.0,Male,Running Shoes,29.65040109792827,Texas,L,Baby blue,Spring,4.0,Standard,No,3,PayPal
22.0,Male,Pajamas,31.79921282362894,Ohio,S,Turquoise,Winter,4.0,Standard,No,9,PayPal
20.0,Female,T-shirt,31.34678524562436,Ohio,M,Lemon yellow,Spring,1.0,Standard,No,1,PayPal
32.0,Female,Shorts,35.94781255380525,Alaska,L,Lemon yellow,Spring,5.0,Next Day Air,No,12,PayPal
35.0,Female,Shorts,36.61120516740874,Kansas,M,White,Summer,2.0,Express,No,2,PayPal
29.0,Male,Shorts,25.227779275474838,Alabama,M,Fuchsia,Spring,5.0,Next Day Air,No,7,PayPal
27.0,Male,Backpack,34.595718055597224,Tennessee,M,Ruby Red,Winter,4.0,Standard,No,3,PayPal
38.0,Female,T-shirt,32.777565368885874,South Carolina,L,Lemon yellow,Spring,3.0,Next Day Air,No,0,PayPal
38.0,Male,T-shirt,35.62259611027866,Montana,XL,Pale peach,Summer,4.0,Standard,No,5,PayPal
59.0,Male,Handbag,36.96449421858262,Mississippi,XL,White,Summer,5.0,Standard,No,3,PayPal
62.0,Female,Shorts,23.48376674411164,Tennessee,M,Lavender,Summer,5.0,Standard,No,1,PayPal
38.0,Female,Socks,22.65322635552522,Kentucky,M,Mauve,Winter,4.0,Standard,No,10,PayPal
22.0,Female,T-shirt,30.7423159923662,Oklahoma,M,Lemon yellow,Spring,4.0,Standard,No,9,Venmo
28.0,Female,T-shirt,28.560294105559016,Mississippi,S,Lemon yellow,Summer,4.0,Next Day Air,No,7,Venmo
27.0,Female,Socks,24.79612455794628,Vermont,L,Black,Winter,4.0,Next Day Air,No,0,Venmo
45.0,Female,Gloves,31.049776369154085,South Dakota,M,Mauve,Fall,2.0,Standard,No,7,Venmo
44.0,Male,Sunglasses,25.724330616398696,Utah,S,Muted mustard yellow,Fall,2.0,Standard,No,2,Venmo
20.0,Female,Pajamas,31.299776635361063,Louisiana,M,Muted mustard yellow,Fall,1.0,Standard,No,12,Venmo
23.0,Female,Running Shoes,14.75626922826848,Illinois,S,Brown,Fall,4.0,Next Day Air,No,19,Venmo
41.0,Female,Leggings,30.29558102881458,Wisconsin,L,Mauve,Fall,4.0,Standard,No,2,Venmo
49.0,Female,Socks,26.86559835904922,New Hampshire,S,White,Winter,5.0,Standard,No,0,Venmo
45.0,Male,Pajamas,27.815058277950424,Iowa,S,Burnt orange,Winter,2.0,Standard,No,17,Venmo
44.0,Female,Jacket,33.19209569278942,Utah,M,Black,Winter,2.0,Standard,No,1,Venmo
62.0,Female,Dress,36.465911895681465,Missouri,M,Lemon yellow,Summer,4.0,Express,No,14,Venmo
39.0,Female,Socks,28.825567018050148,South Dakota,M,Muted mustard yellow,Fall,2.0,Next Day Air,No,11,Venmo
54.0,Female,Boots,31.727876555021677,Kansas,M,Aubergine,Winter,4.0,Standard,No,8,Venmo
20.0,Male,Sweater,23.70132643890083,Texas,M,Turquoise,Winter,5.0,Standard,No,6,Venmo
35.0,Male,Scarf,21.613003729239537,Idaho,S,Aubergine,Winter,4.0,Standard,No,0,Venmo
21.0,Male,Shorts,23.98252373473659,Wisconsin,M,White,Spring,5.0,Standard,No,0,Venmo
37.0,Male,Backpack,39.5049028641339,Montana,L,Mauve,Fall,2.0,Standard,No,6,Venmo
40.0,Non-binary,Hoodie,33.26572866065825,California,L,Brick red,Fall,4.0,Standard,No,13,Venmo
32.0,Female,Pajamas,24.051581731059727,Texas,M,Aubergine,Fall,5.0,Standard,No,2,Venmo
33.0,Male,Scarf,28.359935887930277,Massachusetts,M,Burnt orange,Winter,5.0,Standard,No,5,Venmo
34.0,Male,Leggings,34.497081269984484,Kansas,M,Mauve,Winter,5.0,Standard,No,6,Venmo
19.0,Female,Gloves,31.21166816626123,Pennsylvania,M,Brown,Fall,4.0,Standard,No,9,Venmo
22.0,Male,Hoodie,21.425468942306757,Vermont,M,Aubergine,Fall,5.0,Standard,No,16,Venmo
42.0,Female,Sunglasses,25.78906034587345,Michigan,L,Terra cotta,Summer,4.0,Standard,No,6,Venmo
29.0,Male,Socks,25.346514533451213,Utah,L,Muted mustard yellow,Winter,4.0,Standard,No,9,Venmo
48.0,Male,Socks,31.358758795023125,Oregon,M,Muted mustard yellow,Winter,4.0,Standard,No,19,Venmo
42.0,Male,Socks,22.2063458257335,North Carolina,L,Brick red,Winter,4.0,Standard,No,11,Venmo
27.0,Male,Hoodie,29.207766049874756,North Carolina,S,Terra cotta,Winter,1.0,Standard,No,15,Venmo
42.0,Female,Handbag,29.5972094612484,Arkansas,M,Brown,Fall,4.0,Standard,No,2,Venmo
42.0,Male,Handbag,32.61650823693226,Wisconsin,M,Lemon yellow,Spring,5.0,Standard,No,6,Venmo
26.0,Female,Gloves,26.920378723318077,Illinois,M,Lemon yellow,Winter,4.0,Standard,No,5,Venmo
46.0,Male,T-shirt,29.24161425812208,Kentucky,M,Turquoise,Spring,2.0,Standard,No,5,Venmo
20.0,Female,Pajamas,28.37990467542276,Alabama,S,Brown,Winter,5.0,Express,No,0,Venmo
62.0,Male,Leggings,29.681272160662378,Arizona,M,Brick red,Fall,5.0,Standard,No,10,Venmo
26.0,Female,T-shirt,25.12459075042212,Nevada,S,Lavender,Summer,4.0,Standard,No,18,Venmo
32.0,Male,Belt,44.69983531492777,Texas,M,Black,Fall,4.0,Standard,No,7,Venmo
34.0,Female,T-shirt,25.41704100415538,Pennsylvania,S,Black,Summer,5.0,Express,No,20,Venmo
29.0,Male,Sweater,32.23117008579803,North Dakota,XL,Ruby Red,Fall,1.0,Standard,No,2,Venmo
50.0,Male,Dress,37.21382089459561,Arkansas,L,White,Summer,5.0,Express,No,4,Venmo
47.0,Female,T-shirt,25.28158520534891,Connecticut,XL,White,Spring,4.0,Standard,No,20,Venmo
42.0,Female,Boots,18.80924735659105,Oklahoma,M,Terra cotta,Winter,4.0,Express,No,1,Venmo
37.0,Female,Sunglasses,22.01958404548473,Indiana,M,Muted mustard yellow,Fall,4.0,Standard,No,6,Venmo
49.0,Female,Sunglasses,30.61439450115587,Kentucky,M,Pale peach,Summer,5.0,Standard,No,0,Venmo
24.0,Male,Sunglasses,23.456916663799557,Vermont,L,Turquoise,Summer,5.0,Standard,No,1,Venmo
28.0,Female,Dress,36.22966168905113,Delaware,S,Periwinkle,Summer,4.0,Standard,No,4,Venmo
57.0,Male,Backpack,38.95905140464112,Maryland,XL,Burnt orange,Winter,4.0,Standard,No,0,Venmo
60.0,Male,Boots,30.7121659076058,Missouri,S,Aubergine,Winter,4.0,Standard,No,3,Venmo
47.0,Male,Jeans,33.547361917579714,South Dakota,L,Mauve,Fall,4.0,Standard,No,5,Venmo
33.0,Male,Gloves,30.000353868396815,Minnesota,M,Aubergine,Fall,4.0,Standard,No,18,Venmo
30.0,Male,Backpack,42.73999925613366,New York,S,Mauve,Fall,4.0,Standard,No,4,Venmo
44.0,Non-binary,Leggings,37.09751360023788,Delaware,M,Black,Winter,4.0,Standard,No,5,Venmo
45.0,Male,Socks,31.805129645337512,Washington,M,Lemon yellow,Winter,4.0,Standard,No,9,Venmo
64.0,Female,Sunglasses,19.421477870717737,Montana,M,Fuchsia,Summer,1.0,Standard,No,2,Venmo
24.0,Female,Jacket,31.972245260526982,Kansas,XL,Burnt orange,Winter,4.0,Express,No,2,Venmo
35.0,Male,Running Shoes,45.39730414202947,New Hampshire,L,White,Spring,2.0,Standard,No,12,Venmo
30.0,Male,Leggings,23.240574475041296,Connecticut,M,Ruby Red,Winter,1.0,Standard,No,0,Venmo
35.0,Female,Running Shoes,24.650979421980445,Washington,L,Lavender,Summer,4.0,Standard,No,17,Venmo
25.0,Female,Boots,24.302808731196595,Arkansas,M,Lavender,Fall,4.0,Standard,No,12,Venmo
32.0,Female,Shorts,40.716054288186726,Tennessee,L,Turquoise,Summer,5.0,Standard,No,3,Venmo
26.0,Male,Backpack,12.310799060968163,Mississippi,XL,Ruby Red,Fall,5.0,Standard,No,7,Venmo
22.0,Female,Socks,35.47166128572735,South Carolina,S,Muted mustard yellow,Fall,2.0,Standard,No,7,Venmo
27.0,Male,Running Shoes,28.75824029099283,Delaware,M,Baby blue,Summer,5.0,Standard,No,3,Venmo
23.0,Female,Running Shoes,35.51044362131438,Nebraska,M,Baby blue,Spring,5.0,Standard,No,11,Venmo
19.0,Female,Scarf,15.312847752834593,South Dakota,L,Baby blue,Fall,2.0,Standard,No,16,Venmo
45.0,Male,Gloves,23.51042723195332,Alabama,M,Ruby Red,Fall,4.0,Standard,No,3,Venmo
26.0,Male,Backpack,34.989019321493345,Alaska,L,Ruby Red,Fall,2.0,Express,No,1,Venmo
21.0,Male,Sweater,19.374447422055923,South Dakota,L,Muted mustard yellow,Winter,4.0,Standard,No,1,Venmo
25.0,Female,Pajamas,32.33056491933571,Kentucky,L,Mauve,Fall,4.0,Express,No,0,Venmo
27.0,Female,Socks,23.775014772968348,New Hampshire,M,Terra cotta,Winter,5.0,Standard,No,6,Venmo
27.0,Female,Handbag,24.53974321493541,Idaho,S,Lavender,Summer,4.0,Standard,No,3,Venmo
53.0,Male,Backpack,38.75169758206065,Montana,S,Aubergine,Winter,4.0,Standard,No,1,Venmo
24.0,Female,Running Shoes,43.68604986092474,Nebraska,XL,Fuchsia,Spring,4.0,Standard,No,0,Venmo
40.0,Female,Hoodie,22.52508639953555,Maine,XL,Ruby Red,Winter,2.0,Standard,No,11,Venmo
43.0,Female,Running Shoes,25.263517635773383,California,L,Aubergine,Fall,5.0,Standard,No,13,Venmo
46.0,Female,Jacket,37.01193062531332,Idaho,M,Brick red,Winter,5.0,Standard,No,11,Venmo
38.0,Male,Hoodie,24.71384975017019,Florida,M,Brown,Winter,1.0,Standard,No,0,Venmo
52.0,Female,Pajamas,27.017372664594973,Mississippi,M,Brick red,Winter,5.0,Standard,No,10,Venmo
28.0,Female,Running Shoes,26.792832283395505,Delaware,XL,Burnt orange,Spring,4.0,Express,No,9,Venmo
43.0,Female,Leggings,24.60475484337234,North Carolina,M,Burnt orange,Winter,4.0,Next Day Air,No,16,Venmo
38.0,Female,Socks,27.18509989391797,Oklahoma,M,White,Winter,5.0,Standard,No,5,Venmo
31.0,Male,Scarf,26.62401756793105,Maine,L,Turquoise,Winter,5.0,Standard,No,8,Venmo
37.0,Female,Gloves,45.39881694814078,Rhode Island,M,Aubergine,Winter,5.0,Standard,No,5,Venmo
25.0,Male,Shorts,31.844754097501838,New York,L,White,Summer,1.0,Standard,No,2,Venmo
51.0,Female,Dress,32.64950522871711,Idaho,M,Turquoise,Spring,4.0,Standard,No,11,Venmo
51.0,Male,Dress,29.88480201225644,Maryland,M,Terra cotta,Summer,2.0,Standard,No,3,Venmo
24.0,Female,Scarf,33.22063127037214,Nevada,L,Burnt orange,Winter,5.0,Standard,No,1,Venmo
42.0,Male,Running Shoes,33.738685101556904,Rhode Island,L,Turquoise,Summer,2.0,Next Day Air,No,8,Venmo
36.0,Female,Sweater,23.597829514236885,New Mexico,M,Muted mustard yellow,Fall,2.0,Standard,No,16,Venmo
50.0,Male,Running Shoes,32.640996881140985,North Carolina,XL,Brown,Spring,5.0,Standard,No,10,Venmo
41.0,Male,Leggings,34.37829521645851,Wisconsin,L,Mauve,Fall,2.0,Standard,No,6,Venmo
35.0,Female,Dress,28.885904363841117,Maine,M,Turquoise,Spring,5.0,Standard,No,5,Venmo
22.0,Male,Gloves,27.614971387123013,Louisiana,M,Terra cotta,Winter,2.0,Standard,No,7,Venmo
26.0,Female,Pajamas,35.056351010188735,Rhode Island,M,Brick red,Winter,4.0,Standard,No,8,Venmo
29.0,Female,Backpack,26.92095059104941,Arizona,L,Muted mustard yellow,Winter,2.0,Standard,No,2,Venmo
35.0,Female,Leggings,42.7993757256414,Minnesota,M,Muted mustard yellow,Winter,4.0,Express,No,13,Venmo
35.0,Female,Running Shoes,32.55646937858447,Texas,M,Baby blue,Summer,4.0,Standard,No,1,Venmo
41.0,Male,Sunglasses,42.63314240682859,Arizona,L,Fuchsia,Summer,2.0,Next Day Air,No,20,Venmo
27.0,Male,Boots,29.33938422736778,North Carolina,L,Brick red,Winter,4.0,Standard,No,0,Venmo
36.0,Female,Running Shoes,62.44210121723019,Massachusetts,L,White,Summer,4.0,Standard,Yes,0,Credit Card
34.0,Female,Backpack,45.1710820981759,Texas,L,Mauve,Winter,5.0,2-Day Shipping,Yes,13,Credit Card
27.0,Female,Scarf,48.19041312386874,Iowa,L,Terra cotta,Fall,5.0,Next Day Air,Yes,9,Credit Card
40.0,Female,Socks,45.95365581943236,Colorado,L,Burnt orange,Fall,4.0,Standard,Yes,0,Credit Card
35.0,Female,Sweater,48.5172228786699,Montana,S,Burnt orange,Winter,4.0,2-Day Shipping,Yes,2,Credit Card
50.0,Female,Backpack,46.788248122467685,Kentucky,XL,Brown,Winter,4.0,2-Day Shipping,Yes,7,Credit Card
26.0,Female,Shorts,50.55628694488918,Vermont,XL,Lemon yellow,Summer,5.0,Express,Yes,3,Credit Card
32.0,Male,Handbag,42.80156750995526,Mississippi,S,Mauve,Summer,4.0,2-Day Shipping,Yes,1,Credit Card
25.0,Male,Shorts,52.20564335689084,California,L,Lavender,Summer,4.0,2-Day Shipping,Yes,0,Credit Card
23.0,Female,Dress,58.05810998173146,Oregon,XL,Periwinkle,Summer,4.0,2-Day Shipping,Yes,0,Credit Card
29.0,Male,Jacket,40.73148327915534,Virginia,M,Terra cotta,Winter,2.0,Standard,Yes,1,Credit Card
28.0,Male,Backpack,49.58630642865764,Delaware,XL,Periwinkle,Fall,4.0,2-Day Shipping,Yes,7,Credit Card
46.0,Female,Hoodie,36.54850837725304,Louisiana,L,Burnt orange,Fall,4.0,2-Day Shipping,Yes,4,Credit Card
28.0,Female,Hoodie,46.76893564221635,South Carolina,S,Mauve,Winter,4.0,2-Day Shipping,Yes,13,Credit Card
38.0,Female,Dress,44.85254333376172,Kentucky,M,Lavender,Spring,4.0,2-Day Shipping,Yes,11,Credit Card
38.0,Female,Backpack,45.25493309279887,Nevada,XL,Ruby Red,Fall,5.0,2-Day Shipping,Yes,7,Credit Card
20.0,Male,Jeans,49.68894684264884,Oklahoma,M,Burnt orange,Fall,4.0,Standard,Yes,12,Credit Card
49.0,Female,Backpack,52.60976688798151,Texas,M,Ruby Red,Winter,4.0,2-Day Shipping,Yes,5,Credit Card
35.0,Male,Running Shoes,58.569436503269735,Rhode Island,M,Lemon yellow,Spring,4.0,Standard,Yes,2,Credit Card
31.0,Male,Gloves,50.31351323464413,Nebraska,XL,Ruby Red,Winter,5.0,2-Day Shipping,Yes,20,Credit Card
22.0,Female,Handbag,57.49894764698783,Virginia,M,Aubergine,Summer,4.0,2-Day Shipping,Yes,2,Credit Card
48.0,Female,Sunglasses,44.02780416158999,Missouri,L,Fuchsia,Summer,4.0,2-Day Shipping,Yes,8,Credit Card
42.0,Male,Sweater,51.644839299567934,Rhode Island,M,Aubergine,Fall,4.0,2-Day Shipping,Yes,17,Credit Card
24.0,Female,Socks,46.0111857781485,Maine,S,Lemon yellow,Winter,5.0,2-Day Shipping,Yes,20,Credit Card
44.0,Female,Backpack,50.3521542623328,Mississippi,L,Black,Winter,2.0,2-Day Shipping,Yes,20,Credit Card
40.0,Male,Hoodie,49.89958495092868,Nebraska,M,Brown,Fall,4.0,2-Day Shipping,Yes,13,Credit Card
34.0,Female,T-shirt,43.741525782609365,Maine,M,Lemon yellow,Summer,5.0,2-Day Shipping,Yes,4,Credit Card
20.0,Male,Leggings,48.498412652827824,Hawaii,S,Black,Fall,4.0,Standard,Yes,5,Credit Card
29.0,Male,Handbag,49.9928634220328,West Virginia,S,Aubergine,Fall,4.0,2-Day Shipping,Yes,5,Credit Card
33.0,Male,Shorts,57.61002889917819,Minnesota,L,Baby blue,Summer,4.0,2-Day Shipping,Yes,14,Credit Card
26.0,Female,Gloves,45.79099965412365,Iowa,M,Terra cotta,Fall,4.0,2-Day Shipping,Yes,7,Credit Card
28.0,Male,Pajamas,60.21791537255201,Indiana,XL,Aubergine,Winter,2.0,Standard,Yes,1,Credit Card
49.0,Male,Handbag,48.07291651695716,Georgia,M,White,Spring,4.0,2-Day Shipping,Yes,14,Credit Card
21.0,Male,Scarf,52.59100015701822,Massachusetts,XL,Burnt orange,Fall,2.0,2-Day Shipping,Yes,4,Credit Card
23.0,Female,Sunglasses,50.71120618438764,South Carolina,L,Muted mustard yellow,Fall,2.0,2-Day Shipping,Yes,0,Credit Card
39.0,Male,Dress,49.12665545293279,Ohio,L,White,Spring,4.0,2-Day Shipping,Yes,3,Credit Card
39.0,Female,Leggings,50.64982979478335,Texas,M,Ruby Red,Winter,5.0,2-Day Shipping,Yes,2,Credit Card
21.0,Female,Jacket,42.368781799506166,New Hampshire,M,Brown,Winter,5.0,2-Day Shipping,Yes,16,Credit Card
43.0,Male,Scarf,51.92072284019702,Florida,M,Brick red,Winter,5.0,Standard,Yes,7,Credit Card
27.0,Male,Running Shoes,48.49234580885487,North Carolina,M,Fuchsia,Summer,5.0,2-Day Shipping,Yes,16,Credit Card
22.0,Male,Dress,44.41340256372803,Alabama,M,Turquoise,Summer,4.0,2-Day Shipping,Yes,1,Credit Card
19.0,Male,Leggings,42.54104358445181,Wisconsin,L,Ruby Red,Fall,5.0,2-Day Shipping,Yes,6,Credit Card
42.0,Male,Hoodie,46.85418262953229,Nebraska,M,Mauve,Winter,4.0,2-Day Shipping,Yes,9,Credit Card
18.0,Male,Jacket,52.29711509898092,Maine,M,Mauve,Fall,4.0,2-Day Shipping,Yes,20,Credit Card
30.0,Male,Hoodie,49.77641958325682,Maine,M,Aubergine,Fall,2.0,Standard,Yes,3,Credit Card
30.0,Female,Hoodie,57.76846142662353,Minnesota,M,Burnt orange,Fall,5.0,Standard,Yes,7,Credit Card
28.0,Male,Sunglasses,50.73258867217454,Idaho,L,Muted mustard yellow,Summer,4.0,2-Day Shipping,Yes,8,Credit Card
39.0,Female,Pajamas,45.41380210545016,Rhode Island,M,Terra cotta,Fall,4.0,Next Day Air,Yes,0,Credit Card
18.0,Male,T-shirt,55.22301175216732,Vermont,M,Lavender,Spring,5.0,2-Day Shipping,Yes,4,Credit Card
49.0,Female,Handbag,49.389098078580105,Hawaii,M,Lavender,Summer,4.0,2-Day Shipping,Yes,15,Credit Card
22.0,Female,Backpack,50.31347183956185,Wisconsin,M,Mauve,Fall,4.0,Standard,Yes,12,Credit Card
19.0,Male,Sunglasses,52.78126849012054,New Mexico,M,Muted mustard yellow,Spring,4.0,2-Day Shipping,Yes,19,Credit Card
20.0,Female,Running Shoes,46.36139762655435,Tennessee,M,Baby blue,Summer,4.0,Express,Yes,8,Credit Card
26.0,Female,Backpack,47.581253450753046,Missouri,L,Black,Winter,4.0,2-Day Shipping,Yes,2,Credit Card
38.0,Female,Gloves,51.74184838464107,Pennsylvania,S,Black,Winter,4.0,2-Day Shipping,Yes,1,Credit Card
36.0,Female,Pajamas,48.53537473770968,Iowa,L,Black,Fall,1.0,Standard,Yes,1,Credit Card
35.0,Female,Handbag,50.86305295362074,Montana,S,Lemon yellow,Summer,4.0,2-Day Shipping,Yes,20,Credit Card
21.0,Female,Hoodie,57.02103744233796,Nevada,M,Black,Winter,4.0,2-Day Shipping,Yes,20,Credit Card
38.0,Female,Running Shoes,51.99523532578996,Missouri,L,Baby blue,Spring,4.0,2-Day Shipping,Yes,11,Credit Card
36.0,Female,Leggings,44.529732083330615,Louisiana,M,Terra cotta,Winter,5.0,Standard,Yes,13,Credit Card
22.0,Female,Handbag,58.48148556113723,West Virginia,L,Fuchsia,Spring,5.0,2-Day Shipping,Yes,1,Credit Card
37.0,Female,Jacket,62.62794485042371,Washington,M,Brown,Fall,4.0,2-Day Shipping,Yes,2,Credit Card
37.0,Female,Pajamas,53.39874912517418,Hawaii,S,Mauve,Fall,5.0,2-Day Shipping,Yes,16,Credit Card
45.0,Male,Dress,41.12602469625929,Missouri,L,Burnt orange,Fall,2.0,2-Day Shipping,Yes,7,Credit Card
22.0,Male,Handbag,55.067757100347045,Indiana,XL,Muted mustard yellow,Fall,5.0,2-Day Shipping,Yes,11,Credit Card
43.0,Female,Belt,59.30870683252975,Delaware,S,Mauve,Fall,4.0,2-Day Shipping,Yes,3,Credit Card
30.0,Male,Sweater,57.26295556541305,South Carolina,S,Ruby Red,Fall,4.0,2-Day Shipping,Yes,2,Credit Card
43.0,Male,Leggings,54.81294316857326,North Carolina,S,Brick red,Winter,4.0,2-Day Shipping,Yes,0,Credit Card
54.0,Female,Backpack,50.9226708941105,Colorado,M,Brown,Winter,2.0,2-Day Shipping,Yes,0,Credit Card
37.0,Female,Leggings,44.33412954592548,Ohio,L,Black,Winter,2.0,Standard,Yes,5,Credit Card
32.0,Male,Pajamas,39.38431033884744,Arizona,M,Mauve,Winter,1.0,2-Day Shipping,Yes,5,Credit Card
48.0,Male,Scarf,45.24401617697772,Arizona,M,Aubergine,Winter,4.0,2-Day Shipping,Yes,15,Credit Card
33.0,Male,Running Shoes,51.65242323868157,Arkansas,S,Periwinkle,Summer,5.0,2-Day Shipping,Yes,1,Credit Card
22.0,Male,Gloves,42.99140951389857,Utah,XL,Brown,Winter,2.0,2-Day Shipping,Yes,8,Credit Card
25.0,Male,Backpack,54.03510900861283,Minnesota,L,Aubergine,Winter,4.0,Standard,Yes,4,Credit Card
23.0,Male,Handbag,51.32612615374815,Ohio,M,Lavender,Summer,4.0,Express,Yes,0,Credit Card
28.0,Male,T-shirt,49.07214525269369,Idaho,M,Turquoise,Spring,5.0,2-Day Shipping,Yes,0,Credit Card
43.0,Female,Dress,39.22953143299297,Hawaii,M,Lavender,Summer,5.0,Standard,Yes,2,Credit Card
19.0,Female,Leggings,53.41207401365957,California,L,Burnt orange,Winter,4.0,2-Day Shipping,Yes,0,Credit Card
25.0,Male,Dress,49.23541617645056,California,M,Turquoise,Spring,5.0,2-Day Shipping,Yes,4,Credit Card
44.0,Male,Dress,42.725176553501385,Arkansas,M,Pale peach,Summer,5.0,2-Day Shipping,Yes,2,Credit Card
25.0,Female,Sweater,42.26268662152919,Tennessee,XL,Terra cotta,Fall,4.0,2-Day Shipping,Yes,0,Credit Card
32.0,Male,Scarf,48.75681972623617,New Hampshire,L,Terra cotta,Fall,2.0,2-Day Shipping,Yes,14,Credit Card
21.0,Male,Scarf,52.53912037997952,Nebraska,S,Baby blue,Winter,5.0,2-Day Shipping,Yes,11,Credit Card
22.0,Female,Sunglasses,58.52451466511776,Idaho,L,Periwinkle,Spring,4.0,2-Day Shipping,Yes,0,Credit Card
52.0,Female,Backpack,47.26672475460666,Idaho,XL,Aubergine,Winter,4.0,2-Day Shipping,Yes,3,Credit Card
